                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    390,               0.018179,               0.018367,               0.023803,             0.00074088,                0.94454,                0.93272,                 0.9622,                 0.8318,                 0.9396,                 0.9271,                0.95402,                 0.7895,               0.017161,               0.018359,               0.023541,             0.00044241,              0.0022978,              0.0022978,              0.0022978
                    391,                0.01809,               0.018287,               0.023922,             0.00079187,                0.94331,                0.93313,                0.96196,                0.83166,                0.93877,                  0.927,                0.95382,                0.78932,               0.017163,               0.018364,               0.023532,             0.00044206,               0.002278,               0.002278,               0.002278
                    392,               0.018102,               0.018258,               0.023991,             0.00074047,                0.94338,                0.93374,                0.96197,                0.83183,                0.93751,                0.92795,                0.95384,                0.78941,               0.017163,               0.018371,               0.023536,             0.00044211,              0.0022582,              0.0022582,              0.0022582
                    393,               0.017933,               0.018251,               0.024347,              0.0007148,                0.94317,                0.93403,                0.96203,                0.83177,                0.93772,                0.92774,                0.95374,                 0.7892,               0.017161,               0.018373,               0.023532,             0.00044213,              0.0022384,              0.0022384,              0.0022384
                    394,               0.018038,               0.018212,               0.023743,             0.00080783,                0.94331,                0.93329,                0.96192,                0.83195,                0.93745,                 0.9275,                0.95387,                0.78962,               0.017158,               0.018372,               0.023536,             0.00044137,              0.0022186,              0.0022186,              0.0022186
                    395,                0.01767,               0.017711,               0.023327,             0.00069331,                 0.9434,                0.93287,                0.96188,                0.83181,                0.93782,                0.92702,                 0.9539,                0.78964,               0.017161,               0.018368,                0.02354,             0.00044075,              0.0021988,              0.0021988,              0.0021988
                    396,               0.018116,               0.017877,               0.023785,             0.00073997,                0.94317,                0.93246,                0.96186,                0.83216,                0.93736,                0.92661,                0.95367,                0.78967,               0.017162,               0.018376,               0.023539,             0.00044057,               0.002179,               0.002179,               0.002179
                    397,               0.018064,               0.018119,               0.023594,             0.00077324,                0.94346,                 0.9328,                0.96182,                0.83228,                0.93759,                0.92701,                0.95347,                0.78916,               0.017162,               0.018378,               0.023526,             0.00044048,              0.0021592,              0.0021592,              0.0021592
                    398,               0.017739,               0.018157,               0.023386,             0.00072583,                0.94319,                0.93335,                0.96179,                0.83216,                0.93725,                0.92794,                 0.9536,                0.79005,               0.017159,               0.018382,               0.023531,             0.00044004,              0.0021394,              0.0021394,              0.0021394
                    399,               0.018144,                0.01836,                0.02375,             0.00076149,                0.94305,                0.93394,                 0.9618,                0.83206,                0.93802,                0.92572,                0.95327,                0.78982,               0.017158,               0.018385,               0.023529,              0.0004393,              0.0021196,              0.0021196,              0.0021196
                    400,               0.017813,               0.017982,               0.023616,              0.0007082,                0.94266,                0.93395,                0.96182,                0.83214,                0.93722,                0.92601,                0.95329,                0.78933,               0.017159,               0.018388,               0.023516,             0.00043898,              0.0020998,              0.0020998,              0.0020998
                    401,               0.017722,               0.017822,               0.023273,             0.00071751,                0.94284,                0.93249,                0.96193,                0.83183,                0.93081,                0.93388,                0.95319,                0.78981,                0.01716,                0.01839,               0.023517,             0.00043887,                0.00208,                0.00208,                0.00208
                    402,               0.017861,                0.01801,                0.02323,             0.00076589,                0.94258,                0.93288,                0.96197,                0.83183,                0.93019,                0.93484,                 0.9534,                0.78958,               0.017157,               0.018392,               0.023515,             0.00043887,              0.0020602,              0.0020602,              0.0020602
                    403,               0.017873,               0.017756,               0.023883,             0.00075667,                0.94281,                0.93285,                0.96197,                0.83222,                 0.9313,                0.93462,                 0.9532,                 0.7895,                0.01716,               0.018394,               0.023505,             0.00043861,              0.0020404,              0.0020404,              0.0020404
                    404,               0.017749,               0.017747,               0.023664,             0.00078592,                0.94246,                0.93471,                0.96193,                0.83208,                0.93429,                 0.9315,                0.95339,                0.78973,               0.017156,               0.018395,               0.023491,             0.00043812,              0.0020206,              0.0020206,              0.0020206
                    405,               0.017439,               0.017568,               0.022977,             0.00069704,                0.94288,                 0.9339,                0.96187,                0.83188,                0.93642,                0.92807,                0.95371,                0.79013,               0.017157,               0.018402,               0.023492,             0.00043794,              0.0020008,              0.0020008,              0.0020008
                    406,               0.017489,               0.017957,               0.023392,             0.00070365,                0.94317,                0.93258,                0.96192,                0.83186,                0.93743,                0.92607,                0.95389,                0.79001,               0.017157,               0.018406,               0.023502,             0.00043847,               0.001981,               0.001981,               0.001981
                    407,               0.017784,               0.017861,               0.023284,             0.00068961,                0.94388,                0.93277,                0.96198,                0.83226,                0.93728,                 0.9266,                0.95384,                0.79017,               0.017158,               0.018411,               0.023514,             0.00043764,              0.0019612,              0.0019612,              0.0019612
                    408,               0.017704,               0.018021,               0.023344,             0.00068892,                0.94391,                0.93306,                0.96197,                0.83213,                0.93751,                0.92675,                0.95394,                0.79057,                0.01716,               0.018414,                0.02352,             0.00043739,              0.0019414,              0.0019414,              0.0019414
                    409,               0.017678,               0.017489,               0.023286,             0.00069212,                0.94479,                0.93302,                0.96196,                0.83243,                0.93839,                0.92671,                0.95373,                 0.7907,               0.017161,               0.018414,               0.023513,             0.00043688,              0.0019216,              0.0019216,              0.0019216
                    410,               0.017732,               0.017904,               0.023271,             0.00068603,                0.94436,                0.93301,                 0.9619,                0.83244,                0.93822,                0.92695,                0.95396,                0.79057,               0.017162,               0.018416,               0.023508,             0.00043667,              0.0019018,              0.0019018,              0.0019018
                    411,               0.017612,               0.017716,               0.023094,             0.00077725,                0.94426,                0.93307,                0.96195,                0.83269,                0.93868,                 0.9268,                0.95359,                0.79005,               0.017161,               0.018416,               0.023487,             0.00043613,               0.001882,               0.001882,               0.001882
                    412,               0.017866,               0.018166,               0.023442,             0.00080346,                0.94475,                0.93322,                0.96193,                0.83254,                0.93887,                0.92655,                 0.9537,                0.79011,               0.017163,               0.018421,               0.023479,             0.00043575,              0.0018622,              0.0018622,              0.0018622
                    413,               0.017612,               0.017861,               0.023225,             0.00075271,                0.94481,                0.93302,                 0.9618,                0.83278,                0.93874,                0.92574,                0.95382,                 0.7906,               0.017161,               0.018422,               0.023466,             0.00043549,              0.0018424,              0.0018424,              0.0018424
                    414,               0.017411,               0.017503,               0.022874,             0.00074824,                0.94538,                0.93067,                0.96182,                0.83307,                0.93921,                0.92461,                0.95373,                 0.7906,               0.017165,               0.018431,               0.023458,             0.00043545,              0.0018226,              0.0018226,              0.0018226
                    415,               0.017471,               0.017472,               0.023042,             0.00070286,                0.94576,                0.93082,                0.96182,                0.83282,                0.93961,                0.92448,                0.95356,                0.79015,               0.017161,               0.018436,               0.023457,             0.00043516,              0.0018028,              0.0018028,              0.0018028
                    416,               0.017527,               0.017679,               0.023341,             0.00067194,                0.94589,                0.93103,                0.96174,                0.83291,                0.93974,                0.92471,                0.95386,                 0.7902,               0.017165,               0.018442,               0.023448,             0.00043536,               0.001783,               0.001783,               0.001783
                    417,               0.017594,               0.017373,               0.022949,             0.00078024,                0.94599,                0.93056,                0.96176,                0.83267,                0.93987,                0.92442,                0.95391,                0.78984,               0.017166,               0.018448,               0.023445,             0.00043496,              0.0017632,              0.0017632,              0.0017632
                    418,               0.017626,               0.017769,               0.023382,             0.00075608,                0.94675,                0.93046,                 0.9617,                0.83258,                0.94044,                 0.9244,                0.95375,                0.78958,               0.017168,               0.018449,               0.023441,             0.00043482,              0.0017434,              0.0017434,              0.0017434
                    419,               0.017332,               0.017799,               0.023353,             0.00070562,                0.94663,                0.93013,                0.96168,                0.83254,                0.94045,                0.92407,                0.95341,                0.78968,                0.01717,               0.018453,               0.023445,             0.00043478,              0.0017236,              0.0017236,              0.0017236
                    420,               0.017544,               0.017519,               0.023329,             0.00064763,                0.94668,                0.93061,                0.96172,                0.83311,                0.94043,                0.92457,                0.95347,                0.78955,               0.017166,                0.01846,               0.023436,             0.00043432,              0.0017038,              0.0017038,              0.0017038
                    421,               0.017352,               0.017586,               0.022486,             0.00068959,                0.94063,                0.93803,                0.96173,                0.83295,                0.93995,                0.92471,                0.95347,                0.78961,               0.017165,               0.018464,               0.023431,             0.00043439,               0.001684,               0.001684,               0.001684
                    422,                0.01749,               0.017788,               0.022826,             0.00068656,                 0.9398,                0.93865,                0.96177,                0.83345,                0.93429,                0.93184,                 0.9535,                0.78974,               0.017167,                0.01847,               0.023424,             0.00043432,              0.0016642,              0.0016642,              0.0016642
                    423,               0.017506,                0.01758,               0.022991,             0.00073086,                0.93996,                0.93777,                0.96178,                0.83331,                0.94156,                0.92388,                0.95347,                0.78972,               0.017169,               0.018474,               0.023426,             0.00043424,              0.0016444,              0.0016444,              0.0016444
                    424,               0.017394,               0.017496,               0.022827,             0.00072173,                0.94085,                0.93716,                0.96174,                0.83351,                0.94149,                0.92388,                 0.9534,                 0.7894,               0.017173,               0.018481,               0.023424,             0.00043433,              0.0016246,              0.0016246,              0.0016246
                    425,               0.017408,               0.017615,               0.023147,             0.00070887,                0.94174,                0.93672,                0.96176,                0.83327,                0.94153,                0.92363,                0.95315,                0.78998,               0.017171,               0.018486,               0.023422,             0.00043445,              0.0016048,              0.0016048,              0.0016048
                    426,               0.017397,               0.017631,               0.023024,             0.00067697,                0.94736,                0.92993,                0.96174,                0.83318,                0.94149,                0.92365,                0.95318,                0.78951,               0.017175,               0.018496,               0.023425,             0.00043483,               0.001585,               0.001585,               0.001585
                    427,               0.017295,               0.017494,               0.023156,             0.00067283,                0.94732,                0.92991,                0.96175,                0.83329,                0.94136,                0.92377,                0.95329,                0.78969,               0.017176,               0.018505,               0.023429,             0.00043487,              0.0015652,              0.0015652,              0.0015652
                    428,               0.017407,               0.017529,               0.023171,             0.00068675,                0.94742,                0.92994,                0.96171,                0.83347,                0.94194,                0.92363,                 0.9534,                0.78994,                0.01718,               0.018512,                0.02343,             0.00043522,              0.0015454,              0.0015454,              0.0015454
                    429,               0.017393,               0.017439,               0.022874,             0.00068314,                0.94749,                0.92994,                0.96172,                0.83367,                0.94169,                 0.9238,                 0.9531,                0.79011,               0.017178,               0.018523,               0.023429,              0.0004355,              0.0015256,              0.0015256,              0.0015256
                    430,                0.01758,               0.017558,               0.023031,             0.00067062,                  0.947,                0.93022,                0.96176,                0.83347,                0.94181,                0.92363,                0.95327,                0.79004,               0.017183,               0.018528,               0.023432,             0.00043584,              0.0015058,              0.0015058,              0.0015058
                    431,               0.017482,               0.017871,               0.022824,             0.00073753,                0.94808,                0.92981,                0.96169,                0.83338,                0.94195,                0.92363,                0.95316,                0.79015,               0.017184,               0.018533,               0.023438,             0.00043593,               0.001486,               0.001486,               0.001486
                    432,               0.017468,               0.017433,               0.022928,             0.00074492,                0.94695,                0.93048,                0.96157,                0.83286,                0.94198,                0.92366,                0.95302,                0.79011,               0.017187,               0.018532,               0.023436,             0.00043573,              0.0014662,              0.0014662,              0.0014662
                    433,                0.01719,               0.017659,               0.022946,              0.0007206,                0.94313,                0.93567,                0.96159,                0.83307,                0.94215,                0.92386,                 0.9531,                0.78992,                0.01719,               0.018536,               0.023424,             0.00043574,              0.0014464,              0.0014464,              0.0014464
                    434,                0.01724,               0.017226,               0.022903,             0.00064982,                0.94545,                0.93251,                 0.9617,                0.83326,                0.94235,                0.92404,                0.95313,                0.79028,               0.017189,               0.018542,               0.023418,             0.00043565,              0.0014266,              0.0014266,              0.0014266
                    435,               0.017474,               0.017926,               0.023072,             0.00071052,                0.94655,                0.93204,                0.96167,                0.83333,                0.94236,                0.92409,                0.95306,                0.79033,               0.017192,                0.01855,               0.023414,             0.00043522,              0.0014068,              0.0014068,              0.0014068
                    436,               0.017321,                0.01774,               0.022872,             0.00066387,                0.93883,                0.93942,                0.96173,                0.83294,                 0.9424,                0.92413,                  0.953,                0.79038,               0.017197,                0.01856,               0.023423,             0.00043562,               0.001387,               0.001387,               0.001387
                    437,                0.01745,               0.017704,               0.023066,             0.00070826,                0.93893,                0.93921,                0.96174,                0.83367,                0.94002,                0.92633,                0.95299,                0.79034,               0.017199,               0.018567,               0.023416,             0.00043555,              0.0013672,              0.0013672,              0.0013672
                    438,               0.017438,               0.017273,               0.022525,             0.00069502,                0.94009,                0.93821,                0.96163,                0.83341,                0.93979,                0.92634,                 0.9531,                0.79005,               0.017201,               0.018577,               0.023423,             0.00043598,              0.0013474,              0.0013474,              0.0013474
                    439,               0.017097,               0.017404,               0.022636,             0.00063746,                0.93987,                0.93867,                0.96156,                0.83385,                0.93968,                0.92635,                0.95301,                0.79028,               0.017201,               0.018589,               0.023425,             0.00043627,              0.0013276,              0.0013276,              0.0013276
                    440,               0.017326,               0.017468,               0.022501,             0.00070766,                0.93975,                0.93824,                0.96157,                0.83349,                0.93981,                0.92634,                  0.953,                0.79043,               0.017205,               0.018597,               0.023428,             0.00043676,              0.0013078,              0.0013078,              0.0013078
                    441,               0.017148,               0.017359,               0.022472,              0.0007241,                0.94042,                0.93835,                0.96161,                0.83353,                0.94003,                0.92615,                0.95315,                0.79064,               0.017208,               0.018606,                0.02343,             0.00043719,               0.001288,               0.001288,               0.001288
                    442,               0.017326,               0.017442,               0.022715,             0.00064302,                0.94058,                0.93851,                0.96156,                0.83294,                0.93975,                0.92647,                0.95302,                0.79046,               0.017211,               0.018611,               0.023427,             0.00043737,              0.0012682,              0.0012682,              0.0012682
                    443,               0.017356,               0.017843,               0.023138,             0.00069117,                0.94116,                0.93827,                0.96161,                0.83299,                0.94041,                0.92615,                0.95314,                 0.7903,               0.017216,               0.018619,               0.023432,             0.00043726,              0.0012484,              0.0012484,              0.0012484
                    444,               0.017347,               0.017689,               0.023039,             0.00069809,                0.94105,                0.93832,                0.96149,                0.83265,                0.94039,                0.92608,                0.95311,                0.79006,                0.01722,               0.018625,               0.023439,             0.00043741,              0.0012286,              0.0012286,              0.0012286
                    445,               0.017151,               0.017346,               0.022082,             0.00065211,                0.94124,                0.93841,                0.96163,                 0.8331,                0.94008,                0.92564,                0.95284,                0.79002,               0.017221,               0.018629,               0.023432,             0.00043771,              0.0012088,              0.0012088,              0.0012088
                    446,               0.017069,               0.017395,                0.02241,             0.00067194,                0.94161,                0.93854,                 0.9616,                0.83334,                0.93875,                0.92767,                0.95288,                0.78993,               0.017226,               0.018637,               0.023431,              0.0004379,               0.001189,               0.001189,               0.001189
                    447,               0.017435,               0.017259,               0.022506,             0.00063309,                 0.9418,                 0.9386,                 0.9615,                0.83335,                0.93872,                0.92739,                0.95277,                0.78973,               0.017231,               0.018645,               0.023426,             0.00043772,              0.0011692,              0.0011692,              0.0011692
                    448,               0.017054,               0.017309,               0.022849,             0.00065235,                0.94183,                0.93877,                0.96154,                0.83306,                0.93848,                0.92729,                0.95276,                0.78976,               0.017233,               0.018658,               0.023425,             0.00043831,              0.0011494,              0.0011494,              0.0011494
                    449,               0.017216,               0.017392,               0.022283,             0.00063363,                 0.9422,                0.93849,                0.96141,                0.83271,                0.93709,                   0.93,                 0.9526,                0.78967,               0.017237,               0.018672,               0.023426,             0.00043817,              0.0011296,              0.0011296,              0.0011296
                    450,               0.017092,               0.016896,               0.022629,             0.00068554,                0.94412,                0.93659,                0.96146,                0.83311,                0.93814,                 0.9284,                0.95283,                0.78988,                0.01724,               0.018681,               0.023429,             0.00043831,              0.0011098,              0.0011098,              0.0011098
                    451,               0.017101,               0.017422,               0.022455,             0.00073183,                0.94384,                0.93665,                 0.9614,                0.83278,                0.93763,                0.93077,                0.95288,                0.79019,               0.017243,                0.01869,               0.023434,             0.00043864,                0.00109,                0.00109,                0.00109
                    452,               0.016944,               0.017401,               0.022355,             0.00070343,                 0.9439,                 0.9365,                0.96136,                0.83291,                 0.9378,                0.93044,                0.95266,                0.78989,               0.017244,               0.018706,               0.023433,             0.00043887,              0.0010702,              0.0010702,              0.0010702
                    453,               0.016977,                0.01734,               0.022525,             0.00062999,                0.94369,                0.93576,                0.96142,                 0.8329,                0.93732,                0.92943,                0.95275,                0.79027,               0.017249,               0.018719,               0.023436,             0.00043879,              0.0010504,              0.0010504,              0.0010504
                    454,               0.017061,               0.017143,               0.022705,             0.00061847,                0.94371,                0.93622,                0.96139,                0.83289,                0.93638,                0.93118,                 0.9528,                0.79019,               0.017252,               0.018733,               0.023445,             0.00043904,              0.0010306,              0.0010306,              0.0010306
                    455,               0.016645,                0.01711,               0.022162,             0.00059406,                0.94334,                 0.9364,                0.96137,                0.83287,                0.93698,                0.93007,                0.95271,                0.79004,               0.017257,               0.018747,               0.023447,             0.00043924,              0.0010108,              0.0010108,              0.0010108
                    456,               0.016852,               0.017105,               0.022313,             0.00062697,                0.94333,                0.93644,                0.96134,                0.83266,                0.93696,                0.93011,                0.95278,                0.79001,               0.017262,               0.018764,               0.023447,             0.00043936,               0.000991,               0.000991,               0.000991
                    457,               0.016916,               0.017183,               0.022044,             0.00067775,                0.94329,                0.93568,                 0.9613,                0.83283,                0.93653,                0.93182,                0.95278,                0.79003,                0.01727,               0.018775,               0.023459,             0.00043961,              0.0009712,              0.0009712,              0.0009712
                    458,               0.017244,               0.017478,               0.022601,              0.0005884,                0.94323,                0.93607,                0.96126,                0.83246,                0.93583,                0.93186,                0.95274,                0.78941,               0.017274,               0.018783,               0.023465,             0.00043977,              0.0009514,              0.0009514,              0.0009514
                    459,               0.016894,               0.017244,               0.022347,             0.00074998,                0.94302,                0.93623,                0.96121,                0.83255,                0.93563,                0.93201,                0.95275,                0.78969,               0.017282,               0.018795,               0.023471,              0.0004403,              0.0009316,              0.0009316,              0.0009316
                    460,               0.016955,               0.017358,               0.022393,             0.00070947,                0.94307,                0.93611,                0.96118,                0.83282,                0.93567,                0.93122,                0.95268,                0.78953,               0.017289,               0.018805,               0.023477,             0.00044041,              0.0009118,              0.0009118,              0.0009118
                    461,               0.017172,                0.01746,               0.022539,             0.00068076,                0.94239,                0.93644,                0.96121,                0.83272,                0.93603,                0.93011,                0.95275,                0.78947,               0.017294,               0.018815,               0.023476,             0.00044084,               0.000892,               0.000892,               0.000892
                    462,               0.016837,               0.017049,                0.02234,              0.0006608,                0.94262,                0.93797,                0.96115,                0.83276,                0.93559,                0.93187,                0.95284,                0.78933,               0.017296,               0.018826,               0.023482,             0.00044062,              0.0008722,              0.0008722,              0.0008722
                    463,               0.016799,               0.017021,               0.022403,              0.0007011,                0.94255,                  0.937,                0.96113,                0.83246,                0.93506,                0.93194,                 0.9528,                0.78973,               0.017299,               0.018832,               0.023485,             0.00044083,              0.0008524,              0.0008524,              0.0008524
                    464,               0.016838,               0.017135,               0.022068,             0.00064989,                0.94256,                0.93714,                 0.9611,                0.83271,                 0.9348,                 0.9319,                 0.9527,                0.78959,               0.017305,               0.018843,               0.023489,             0.00044113,              0.0008326,              0.0008326,              0.0008326
                    465,               0.016906,               0.017103,               0.022249,             0.00073182,                0.94236,                0.93704,                0.96119,                0.83243,                0.93474,                0.93198,                0.95284,                0.78942,                0.01731,               0.018849,               0.023494,             0.00044155,              0.0008128,              0.0008128,              0.0008128
                    466,               0.016741,               0.016735,               0.021912,             0.00058961,                0.94097,                0.93905,                0.96138,                0.83227,                0.93432,                 0.9326,                0.95282,                0.78928,               0.017316,               0.018857,               0.023496,             0.00044151,               0.000793,               0.000793,               0.000793
                    467,               0.016887,               0.017075,               0.021818,             0.00056837,                0.94088,                0.93863,                0.96117,                0.83254,                0.93345,                0.93323,                0.95285,                0.78973,               0.017321,               0.018865,               0.023499,             0.00044165,              0.0007732,              0.0007732,              0.0007732
                    468,               0.016725,               0.017374,               0.022371,             0.00058922,                0.94071,                0.93903,                0.96116,                0.83235,                0.93328,                0.93398,                0.95304,                0.78953,               0.017327,               0.018876,               0.023502,             0.00044163,              0.0007534,              0.0007534,              0.0007534
                    469,               0.016546,               0.016883,                0.02235,             0.00065075,                0.94118,                0.93901,                0.96115,                0.83197,                0.93392,                0.93428,                0.95323,                0.78934,                0.01733,               0.018886,               0.023507,             0.00044168,              0.0007336,              0.0007336,              0.0007336
                    470,               0.016754,                0.01698,               0.022055,             0.00059218,                 0.9412,                0.93882,                0.96113,                0.83204,                0.93348,                0.93388,                0.95317,                0.78906,               0.017335,               0.018899,                0.02351,             0.00044155,              0.0007138,              0.0007138,              0.0007138
                    471,               0.016679,               0.017064,               0.021826,             0.00069009,                0.94076,                0.93878,                0.96113,                0.83193,                0.93318,                0.93414,                0.95316,                  0.789,               0.017339,               0.018907,               0.023523,             0.00044152,               0.000694,               0.000694,               0.000694
                    472,               0.016722,               0.017038,               0.021796,             0.00064832,                0.93967,                0.94037,                0.96108,                0.83174,                 0.9332,                0.93486,                0.95346,                0.78875,               0.017344,               0.018921,               0.023524,             0.00044152,              0.0006742,              0.0006742,              0.0006742
                    473,               0.016944,               0.017091,               0.022225,             0.00063041,                0.93972,                 0.9413,                0.96122,                0.83126,                0.93284,                0.93527,                0.95363,                0.78901,               0.017349,               0.018928,               0.023526,              0.0004415,              0.0006544,              0.0006544,              0.0006544
                    474,                0.01659,               0.016828,               0.021843,             0.00066586,                0.93937,                0.94157,                0.96099,                0.83152,                0.93277,                0.93532,                0.95355,                  0.789,               0.017351,               0.018937,                0.02353,             0.00044162,              0.0006346,              0.0006346,              0.0006346
                    475,               0.016696,               0.017184,               0.022095,             0.00056305,                0.93961,                 0.9415,                0.96124,                0.83168,                 0.9323,                0.93512,                0.95354,                0.78922,               0.017355,               0.018949,               0.023536,             0.00044162,              0.0006148,              0.0006148,              0.0006148
                    476,               0.016658,                0.01688,               0.021676,             0.00059674,                0.93919,                0.94167,                0.96117,                0.83114,                0.93246,                 0.9352,                0.95345,                0.78896,               0.017359,               0.018955,               0.023542,             0.00044185,               0.000595,               0.000595,               0.000595
                    477,               0.016676,               0.016943,               0.021673,             0.00059556,                0.93892,                 0.9417,                 0.9612,                0.83137,                0.93234,                0.93517,                0.95347,                0.78928,               0.017365,               0.018964,               0.023544,             0.00044168,              0.0005752,              0.0005752,              0.0005752
                    478,               0.016728,               0.016896,               0.021717,             0.00064372,                0.93886,                0.94167,                0.96115,                0.83137,                0.93224,                0.93511,                0.95346,                0.78958,               0.017367,               0.018972,               0.023549,             0.00044174,              0.0005554,              0.0005554,              0.0005554
                    479,               0.016762,               0.016981,               0.021647,             0.00065826,                 0.9386,                0.94173,                0.96105,                0.83125,                0.93187,                0.93532,                0.95335,                0.78917,               0.017372,               0.018985,               0.023556,             0.00044169,              0.0005356,              0.0005356,              0.0005356
                    480,               0.016461,               0.016805,               0.021542,             0.00069501,                0.93859,                0.94171,                0.96105,                0.83121,                0.93184,                0.93562,                0.95322,                0.78955,               0.017376,               0.018995,               0.023559,             0.00044212,              0.0005158,              0.0005158,              0.0005158
                    481,               0.016788,               0.017112,               0.022152,             0.00064524,                0.93866,                0.94177,                0.96105,                0.83111,                0.93147,                0.93563,                0.95336,                0.78957,                0.01738,               0.019004,               0.023566,             0.00044232,               0.000496,               0.000496,               0.000496
                    482,               0.016731,               0.017128,               0.021608,              0.0007127,                0.93882,                0.94163,                0.96108,                 0.8314,                0.93168,                0.93555,                 0.9534,                0.78952,               0.017384,               0.019015,               0.023572,             0.00044226,              0.0004762,              0.0004762,              0.0004762
                    483,               0.016727,               0.017174,                0.02169,             0.00060429,                  0.938,                0.94169,                0.96099,                0.83075,                0.93043,                0.93545,                0.95334,                0.78937,               0.017391,               0.019023,                0.02358,             0.00044216,              0.0004564,              0.0004564,              0.0004564
